block_duration,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_type,worker_id
1761.0,,practice,discount_fixed,89,,,"89,71",1761,,1761.0,,-102832,1000.0,stim,poldrack-single-stim,s061
5316.0,smaller_sooner,,discount_fixed,71,31.0,76.0,"89,71",1744,20.0,4000.0,,8322,0.0,,poldrack-single-stim,s061
4568.0,larger_later,,discount_fixed,89,43.0,19.0,"89,71",2132,20.0,4000.0,,12891,0.0,,poldrack-single-stim,s061
4636.0,smaller_sooner,,discount_fixed,71,60.0,124.0,"89,71",2063,20.0,4000.0,,17529,0.0,,poldrack-single-stim,s061
4908.0,smaller_sooner,,discount_fixed,71,27.0,142.0,"89,71",1983,20.0,4000.0,,22438,0.0,,poldrack-single-stim,s061
4500.0,smaller_sooner,,discount_fixed,71,25.0,70.0,"89,71",1516,20.0,4000.0,,26940,0.0,,poldrack-single-stim,s061
4976.0,larger_later,,discount_fixed,89,44.0,92.0,"89,71",1431,20.0,4000.0,,31918,0.0,,poldrack-single-stim,s061
4908.0,larger_later,,discount_fixed,89,41.0,27.0,"89,71",1436,20.0,4000.0,,36827,0.0,,poldrack-single-stim,s061
4568.0,larger_later,,discount_fixed,89,64.0,89.0,"89,71",1888,20.0,4000.0,,41398,0.0,,poldrack-single-stim,s061
4500.0,larger_later,,discount_fixed,89,78.0,108.0,"89,71",1405,20.0,4000.0,,45900,0.0,,poldrack-single-stim,s061
6200.0,larger_later,,discount_fixed,89,80.0,145.0,"89,71",1358,20.0,4000.0,,52101,0.0,,poldrack-single-stim,s061
4704.0,smaller_sooner,,discount_fixed,71,41.0,174.0,"89,71",2062,20.0,4000.0,,56806,0.0,,poldrack-single-stim,s061
5044.0,smaller_sooner,,discount_fixed,71,42.0,145.0,"89,71",1665,20.0,4000.0,,61852,0.0,,poldrack-single-stim,s061
5044.0,smaller_sooner,,discount_fixed,71,36.0,114.0,"89,71",1596,20.0,4000.0,,66898,0.0,,poldrack-single-stim,s061
5180.0,larger_later,,discount_fixed,89,58.0,55.0,"89,71",2280,20.0,4000.0,,72080,0.0,,poldrack-single-stim,s061
4976.0,larger_later,,discount_fixed,89,81.0,58.0,"89,71",1324,20.0,4000.0,,77057,0.0,,poldrack-single-stim,s061
4772.0,smaller_sooner,,discount_fixed,71,32.0,111.0,"89,71",1249,20.0,4000.0,,81831,0.0,,poldrack-single-stim,s061
4772.0,smaller_sooner,,discount_fixed,71,25.0,141.0,"89,71",1245,20.0,4000.0,,86605,0.0,,poldrack-single-stim,s061
5180.0,larger_later,,discount_fixed,89,67.0,23.0,"89,71",1678,20.0,4000.0,,91787,0.0,,poldrack-single-stim,s061
5180.0,larger_later,,discount_fixed,89,77.0,161.0,"89,71",2324,20.0,4000.0,,96968,0.0,,poldrack-single-stim,s061
5248.0,larger_later,,discount_fixed,89,55.0,163.0,"89,71",2647,20.0,4000.0,,102217,0.0,,poldrack-single-stim,s061
4568.0,smaller_sooner,,discount_fixed,71,40.0,159.0,"89,71",1658,20.0,4000.0,,106786,0.0,,poldrack-single-stim,s061
4500.0,larger_later,,discount_fixed,89,76.0,161.0,"89,71",1323,20.0,4000.0,,111288,0.0,,poldrack-single-stim,s061
4908.0,smaller_sooner,,discount_fixed,71,48.0,128.0,"89,71",2343,20.0,4000.0,,116197,0.0,,poldrack-single-stim,s061
4568.0,larger_later,,discount_fixed,89,39.0,95.0,"89,71",1444,20.0,4000.0,,120767,0.0,,poldrack-single-stim,s061
6200.0,larger_later,,discount_fixed,89,83.0,105.0,"89,71",2647,20.0,4000.0,,126968,0.0,,poldrack-single-stim,s061
4908.0,larger_later,,discount_fixed,89,67.0,41.0,"89,71",1921,20.0,4000.0,,131879,0.0,,poldrack-single-stim,s061
5248.0,smaller_sooner,,discount_fixed,71,56.0,172.0,"89,71",2641,20.0,4000.0,,137128,0.0,,poldrack-single-stim,s061
5044.0,smaller_sooner,,discount_fixed,71,28.0,123.0,"89,71",1348,20.0,4000.0,,142173,0.0,,poldrack-single-stim,s061
4636.0,larger_later,,discount_fixed,89,50.0,129.0,"89,71",2887,20.0,4000.0,,146811,0.0,,poldrack-single-stim,s061
4704.0,smaller_sooner,,discount_fixed,71,23.0,61.0,"89,71",2259,20.0,4000.0,,151516,0.0,,poldrack-single-stim,s061
4636.0,larger_later,,discount_fixed,89,79.0,92.0,"89,71",1729,20.0,4000.0,,156153,0.0,,poldrack-single-stim,s061
4568.0,larger_later,,discount_fixed,89,61.0,141.0,"89,71",2162,20.0,4000.0,,160722,0.0,,poldrack-single-stim,s061
4568.0,larger_later,,discount_fixed,89,43.0,38.0,"89,71",1703,20.0,4000.0,,165292,0.0,,poldrack-single-stim,s061
4908.0,larger_later,,discount_fixed,89,66.0,145.0,"89,71",1491,20.0,4000.0,,170201,0.0,,poldrack-single-stim,s061
4840.0,larger_later,,discount_fixed,89,30.0,23.0,"89,71",2154,20.0,4000.0,,175042,0.0,,poldrack-single-stim,s061
5248.0,larger_later,,discount_fixed,89,32.0,57.0,"89,71",2391,20.0,4000.0,,180292,0.0,,poldrack-single-stim,s061
4772.0,smaller_sooner,,discount_fixed,71,27.0,91.0,"89,71",2011,20.0,4000.0,,185065,0.0,,poldrack-single-stim,s061
5996.0,larger_later,,discount_fixed,89,43.0,120.0,"89,71",2035,20.0,4000.0,,191063,0.0,,poldrack-single-stim,s061
5588.0,larger_later,,discount_fixed,89,75.0,60.0,"89,71",1149,20.0,4000.0,,196652,0.0,,poldrack-single-stim,s061
4568.0,smaller_sooner,,discount_fixed,71,34.0,176.0,"89,71",1963,20.0,4000.0,,201222,0.0,,poldrack-single-stim,s061
5112.0,larger_later,,discount_fixed,89,24.0,38.0,"89,71",2145,20.0,4000.0,,206336,0.0,,poldrack-single-stim,s061
5656.0,larger_later,,discount_fixed,89,82.0,74.0,"89,71",1287,20.0,4000.0,,211994,0.0,,poldrack-single-stim,s061
4568.0,smaller_sooner,,discount_fixed,71,58.0,53.0,"89,71",2205,20.0,4000.0,,216565,0.0,,poldrack-single-stim,s061
4772.0,larger_later,,discount_fixed,89,54.0,23.0,"89,71",1390,20.0,4000.0,,221339,0.0,,poldrack-single-stim,s061
5044.0,larger_later,,discount_fixed,89,41.0,55.0,"89,71",1786,20.0,4000.0,,226385,0.0,,poldrack-single-stim,s061
4840.0,larger_later,,discount_fixed,89,77.0,142.0,"89,71",1666,20.0,4000.0,,231226,0.0,,poldrack-single-stim,s061
5180.0,smaller_sooner,,discount_fixed,71,25.0,108.0,"89,71",1226,20.0,4000.0,,236407,0.0,,poldrack-single-stim,s061
5044.0,smaller_sooner,,discount_fixed,71,33.0,163.0,"89,71",2275,20.0,4000.0,,241452,0.0,,poldrack-single-stim,s061
4976.0,smaller_sooner,,discount_fixed,71,29.0,75.0,"89,71",1593,20.0,4000.0,,246430,0.0,,poldrack-single-stim,s061
4976.0,smaller_sooner,,discount_fixed,71,45.0,157.0,"89,71",3041,20.0,4000.0,,251408,0.0,,poldrack-single-stim,s061
5316.0,smaller_sooner,,discount_fixed,71,31.0,74.0,"89,71",1738,20.0,4000.0,,256725,0.0,,poldrack-single-stim,s061
4500.0,larger_later,,discount_fixed,89,80.0,39.0,"89,71",1406,20.0,4000.0,,261227,0.0,,poldrack-single-stim,s061
5044.0,larger_later,,discount_fixed,89,22.0,21.0,"89,71",2524,20.0,4000.0,,266273,0.0,,poldrack-single-stim,s061
4704.0,larger_later,,discount_fixed,89,52.0,139.0,"89,71",2614,20.0,4000.0,,270980,0.0,,poldrack-single-stim,s061
4840.0,larger_later,,discount_fixed,89,54.0,126.0,"89,71",1709,20.0,4000.0,,275822,0.0,,poldrack-single-stim,s061
6744.0,smaller_sooner,,discount_fixed,71,23.0,176.0,"89,71",1614,20.0,4000.0,,282568,0.0,,poldrack-single-stim,s061
4500.0,smaller_sooner,,discount_fixed,71,24.0,87.0,"89,71",2099,20.0,4000.0,,287069,0.0,,poldrack-single-stim,s061
4568.0,larger_later,,discount_fixed,89,36.0,140.0,"89,71",2978,20.0,4000.0,,291639,0.0,,poldrack-single-stim,s061
4704.0,larger_later,,discount_fixed,89,35.0,171.0,"89,71",2395,20.0,4000.0,,296345,0.0,,poldrack-single-stim,s061
4908.0,larger_later,,discount_fixed,89,34.0,43.0,"89,71",2303,20.0,4000.0,,301255,0.0,,poldrack-single-stim,s061
4568.0,larger_later,,discount_fixed,89,74.0,121.0,"89,71",1422,20.0,4000.0,,305824,0.0,,poldrack-single-stim,s061
7500.0,,,discount_fixed,-1,,,none,-1,,7500.0,,313326,1000.0,rest_block,poldrack-single-stim,s061
4772.0,larger_later,,discount_fixed,89,45.0,107.0,"89,71",2084,20.0,4000.0,,319100,0.0,,poldrack-single-stim,s061
4636.0,larger_later,,discount_fixed,89,77.0,24.0,"89,71",2079,20.0,4000.0,,323737,0.0,,poldrack-single-stim,s061
4568.0,larger_later,,discount_fixed,89,39.0,161.0,"89,71",2698,20.0,4000.0,,328306,0.0,,poldrack-single-stim,s061
5452.0,larger_later,,discount_fixed,89,62.0,180.0,"89,71",1390,20.0,4000.0,,333760,0.0,,poldrack-single-stim,s061
5384.0,smaller_sooner,,discount_fixed,71,24.0,139.0,"89,71",1189,20.0,4000.0,,339145,0.0,,poldrack-single-stim,s061
4568.0,larger_later,,discount_fixed,89,58.0,72.0,"89,71",1656,20.0,4000.0,,343714,0.0,,poldrack-single-stim,s061
6268.0,larger_later,,discount_fixed,89,56.0,93.0,"89,71",1049,20.0,4000.0,,349983,0.0,,poldrack-single-stim,s061
5520.0,larger_later,,discount_fixed,89,45.0,26.0,"89,71",1091,20.0,4000.0,,355506,0.0,,poldrack-single-stim,s061
4568.0,larger_later,,discount_fixed,89,23.0,42.0,"89,71",1838,20.0,4000.0,,360075,0.0,,poldrack-single-stim,s061
4636.0,larger_later,,discount_fixed,89,50.0,41.0,"89,71",1617,20.0,4000.0,,364712,0.0,,poldrack-single-stim,s061
4636.0,smaller_sooner,,discount_fixed,71,25.0,176.0,"89,71",1420,20.0,4000.0,,369350,0.0,,poldrack-single-stim,s061
5112.0,larger_later,,discount_fixed,89,54.0,22.0,"89,71",1732,20.0,4000.0,,374463,0.0,,poldrack-single-stim,s061
5316.0,larger_later,,discount_fixed,89,29.0,44.0,"89,71",1531,20.0,4000.0,,379781,0.0,,poldrack-single-stim,s061
4568.0,smaller_sooner,,discount_fixed,71,24.0,89.0,"89,71",2250,20.0,4000.0,,384350,0.0,,poldrack-single-stim,s061
4568.0,smaller_sooner,,discount_fixed,71,23.0,77.0,"89,71",2299,20.0,4000.0,,388920,0.0,,poldrack-single-stim,s061
